searge,name,side,desc
m_183277_,adjustedTickDelay,2,
m_183278_,getSection,2,
m_18328_,registerJmxMonitoring,2,
m_183306_,hidesOnlinePlayers,2,
m_18330_,getTickTimes,2,
m_18331_,lambda$new$0,2,
m_183327_,type,2,
m_183345_,getGroundY,2,
m_183370_,search,2,
m_183376_,getBelowZeroRetrogen,2,
m_183377_,getServer,0,
m_183383_,getBiomeResolver,2,
m_183388_,handleLevelChunkWithLight,2,
m_183393_,schedule,2,
m_183399_,getBiomesWithin,2,
m_183407_,getBlendingData,2,
m_183425_,start,2,
m_183429_,requiresUpdateEveryTick,2,
m_183431_,canMoveDirectly,2,
m_183438_,shouldTickBlocksAt,2,
m_183442_,fillBiomesFromNoise,2,
m_183445_,sample,2,
m_183452_,renderImage,0,
m_183454_,test,2,
m_183471_,getModdedStatus,2,
m_183475_,test,2,
m_183477_,getContextLastUpdate,2,
m_183479_,compute,2,
m_183494_,onWorldLoadedStarted,2,
m_183502_,parityConfigString,2,
m_183508_,onPacketSent,2,
m_183510_,onPacketReceived,2,
m_183514_,handleLightUpdatePacket,2,
m_183515_,saveAdditional,2,
m_183526_,getFluidTicks,2,
m_183531_,getBlockTicks,2,
m_183536_,incrementCounter,2,
m_183538_,computeFluid,2,
m_183550_,tryApply,2,
m_183556_,getBlock,2,
m_183559_,onChunkGenerate,2,
m_183568_,getTicksForSerialization,2,
m_183571_,duration,2,
m_183574_,count,2,
m_183575_,type,2,
m_183577_,apply,2,
m_183582_,hasScheduledTick,2,
m_183588_,willTickThisTick,2,
m_183595_,isClientSide,2,
m_183596_,nextSubTickCount,2,
m_183597_,onServerTick,2,
m_183599_,shouldTickDeath,2,
m_183608_,isRunning,2,
m_183609_,isAvailable,2,
m_183612_,getCarvingMask,2,
m_183613_,getOrCreateCarvingMask,2,
m_183618_,getHeightAccessorForGeneration,2,
m_18361_,asMBeanAttributeInfo,2,
m_183620_,addAdditionalSaveData,2,
m_183623_,handleSetSimulationDistance,2,
m_183628_,parityString,2,
m_183631_,requiresNbt,2,
m_183633_,carveBlock,2,
m_183634_,resetFallDistance,2,
m_183639_,setBlock,2,
m_183645_,register,2,
m_183647_,lambda$register$2,2,
m_183649_,startJfr,2,
m_183651_,lambda$stopJfr$5,2,
m_183656_,lambda$register$1,2,
m_183658_,stopJfr,2,
m_183705_,setVersion,2,
m_183707_,debugVoidTerrain,2,
m_183709_,getCurrentVersion,2,
m_183710_,lambda$register$0,2,
m_183719_,generator,2,
m_183751_,playerIsCloseEnoughForSpawning,2,
m_183754_,updateChunkTracking,2,
m_183872_,lambda$getChunkQueueLevel$0,2,
m_183879_,anyPlayerCloseEnoughForSpawning,2,
m_18387_,lambda$pop$2,2,
m_183888_,getPlayersCloseForSpawning,2,
m_183903_,lambda$runAllUpdates$3,2,
m_183911_,updateSimulationDistance,2,
m_183913_,inEntityTickingRange,2,
m_183916_,inBlockTickingRange,2,
m_183918_,getPlayerTicketLevel,2,
m_183919_,lambda$runAllUpdates$1,2,
m_183920_,lambda$addPlayer$4,2,
m_183926_,getAllPlayers,2,
m_184026_,setSimulationDistance,2,
m_18404_,lambda$getCurrentEntry$3,2,
m_184052_,lambda$findLightningRod$7,2,
m_184054_,lambda$findLightningRod$6,2,
m_184056_,getFluidTicks,2,
m_184057_,getBlockTicks,2,
m_18406_,getCurrentEntry,2,
m_184076_,tickFluid,2,
m_18407_,lambda$pop$1,2,
m_18408_,lambda$endTick$0,2,
m_184092_,lambda$new$0,2,
m_184096_,advanceWeatherCycle,2,
m_184097_,resetWeatherCycle,2,
m_184102_,startTickingChunk,2,
m_184110_,isPositionTickingWithEntitiesLoaded,2,
m_184112_,tickBlock,2,
m_184115_,lambda$wakeUpAllPlayers$4,2,
m_184128_,allowsListing,2,
m_184139_,trackStartFallingPosition,2,
m_184140_,trackEnteredOrExitedLavaOnVehicle,2,
m_184193_,getConnections,2,
m_184209_,addWorldborderListener,2,
m_184211_,setSimulationDistance,2,
m_184213_,getSimulationDistance,2,
m_184237_,create,2,
m_184239_,constant,2,
m_184241_,lambda$codec$0,2,
m_184245_,lambda$codec$6,2,
m_184247_,lambda$codec$2,2,
m_184250_,lambda$codec$8,2,
m_184252_,builder,2,
m_184254_,builder,2,
m_184257_,lambda$codec$4,2,
m_184260_,lambda$codec$7,2,
m_184262_,codec,2,
m_184264_,lambda$codec$5,2,
m_184271_,lambda$codec$3,2,
m_184297_,build,2,
m_184298_,addPoint,2,
m_184302_,addPoint,2,
m_184312_,apply,2,
m_184329_,lambda$toString$2,2,
m_184334_,toString,2,
m_184336_,lambda$toString$1,2,
m_184350_,floatRangeMinExclusiveWithMessage,2,
m_184356_,lambda$intervalCodec$36,2,
m_184361_,intervalCodec,2,
m_184368_,overrideLifecycle,2,
m_18436_,isEnabled,2,
m_184372_,lambda$idResolverCodec$42,2,
m_184374_,lambda$hexColor$26,2,
m_18437_,disable,2,
m_184381_,orElsePartial,2,
m_184387_,lambda$intervalCodec$40,2,
m_18438_,enable,2,
m_184390_,lambda$intervalCodec$37,2,
m_184393_,lambda$intervalCodec$39,2,
m_18439_,getFiller,2,
m_184408_,lambda$intervalCodec$41,2,
m_18440_,getResults,2,
m_184412_,lambda$idResolverCodec$44,2,
m_184421_,idResolverCodec,2,
m_184425_,orCompressed,2,
m_184428_,lambda$hexColor$25,2,
m_184443_,lambda$intervalCodec$33,2,
m_184446_,lambda$intervalCodec$38,2,
m_184456_,lambda$intervalCodec$35,2,
m_184556_,depthFirstSearch,2,
m_184570_,contains,2,
m_184572_,codec,2,
m_184574_,codec,2,
m_184578_,isValueInRange,2,
m_184580_,create,2,
m_184597_,shouldReportAsModified,2,
m_184598_,merge,2,
m_184600_,identify,2,
m_184605_,fullDescription,2,
m_184624_,$values,2,
m_184628_,quantize,2,
m_184631_,clampedMap,2,
m_184637_,map,2,
m_184643_,square,2,
m_184645_,length,2,
m_184648_,length,2,
m_184652_,positiveCeilDiv,2,
m_184655_,inverseLerp,2,
m_184666_,listModules,2,
m_184669_,queryVersionValue,2,
m_184673_,tryGetVersion,2,
m_184675_,langTableKey,2,
m_184679_,addCrashSection,2,
m_184681_,findLangAndCodepage,2,
m_184683_,lambda$addCrashSection$2,2,
m_184684_,lambda$addCrashSection$0,2,
m_184686_,queryVersionString,2,
m_18470_,lambda$appendCounterResults$5,2,
m_184739_,cellIndex,2,
m_18475_,appendCounterResults,2,
m_184814_,lambda$makeRule$2,2,
m_184816_,lambda$makeRule$1,2,
m_184818_,lambda$makeRule$0,2,
m_18481_,appendProfilerResults,2,
m_184827_,lambda$cap$3,2,
m_184833_,cap,2,
m_184836_,lambda$cap$0,2,
m_184840_,lambda$cap$1,2,
m_18485_,getProfilerResults,2,
m_184865_,ceillog2,2,
m_184874_,lambda$makeRule$10,2,
m_184885_,updateHeightmaps,2,
m_184887_,updateCarvingMasks,2,
m_18488_,lambda$static$0,2,
m_184891_,makePalettedContainer,2,
m_184894_,makeBiomeContainer,2,
m_184900_,addPaddingEntries,2,
m_184903_,predictChunkStatusBeforeSurface,2,
m_184906_,getBiomeContainers,2,
m_184911_,updateChunkTag,2,
m_184917_,lambda$predictChunkStatusBeforeSurface$11,2,
m_184920_,lambda$makeRule$6,2,
m_184928_,lambda$makeRule$7,2,
m_184937_,lambda$makeRule$4,2,
m_184948_,getOldBiome,2,
m_18494_,isDirectChild,2,
m_184951_,lambda$getBiomeContainers$13,2,
m_184955_,lambda$makeRule$1,2,
m_184956_,getFixedHeightmap,2,
m_184958_,makeOptimizedPalettedContainer,2,
m_184961_,lambda$getBiomeContainers$15,2,
m_184964_,lambda$getBiomeContainers$12,2,
m_184968_,lambda$makeRule$0,2,
m_184969_,makePalettedContainer,2,
m_184971_,lambda$makeRule$3,2,
m_184974_,lambda$getBiomeContainers$14,2,
m_184979_,lambda$makeRule$5,2,
m_18497_,indentLine,2,
m_184981_,lambda$makeRule$2,2,
m_184989_,lambda$makeRule$9,2,
m_184992_,lambda$makeTickList$14,2,
m_184994_,lambda$makeRule$12,2,
m_185003_,lambda$makeRule$11,2,
m_18500_,lambda$appendCounters$6,2,
m_185011_,lambda$makeRule$7,2,
m_185028_,lambda$makeRule$4,2,
m_185031_,getBlock,2,
m_185033_,lambda$makeRule$10,2,
m_185036_,makeTickList,2,
m_185044_,createTick,2,
m_185052_,lambda$makeTickList$15,2,
m_185060_,lambda$makeRule$5,2,
m_185065_,lambda$makeRule$8,2,
m_185068_,getLiquid,2,
m_185070_,lambda$makeRule$0,2,
m_185073_,lambda$makeTickList$13,2,
m_185075_,lambda$makeRule$2,2,
m_185077_,lambda$makeRule$1,2,
m_185089_,palette,2,
m_185090_,get,2,
m_185094_,data,2,
m_185095_,getIndex,2,
m_185106_,appendChunkName,2,
m_185108_,mergeRemainders,2,
m_185111_,renameField,2,
m_185115_,renameFieldHelper,2,
m_185127_,lambda$makeRule$0,2,
m_185130_,flatType,2,
m_185134_,lambda$makeRule$2,2,
m_185140_,wrapEntityToSpawnData,2,
m_185143_,lambda$wrapSpawnPotentialsToWeightedEntries$3,2,
m_185146_,wrapSpawnPotentialsToWeightedEntries,2,
m_185149_,lambda$makeRule$1,2,
m_18514_,appendCounters,2,
m_185152_,lambda$makeRule$0,2,
m_185158_,lambda$makeRule$4,2,
m_185168_,lambda$makeRule$1,2,
m_185180_,updateLayers,2,
m_185182_,lambda$makeRule$1,2,
m_185191_,lambda$makeRule$5,2,
m_185196_,lambda$makeRule$3,2,
m_185198_,lambda$makeRule$4,2,
m_185202_,lambda$makeRule$2,2,
m_185204_,lambda$makeRule$0,2,
m_185210_,lambda$registerTypes$0,2,
m_185219_,lambda$registerTypes$7,2,
m_185221_,lambda$registerTypes$6,2,
m_185223_,lambda$registerTypes$5,2,
m_185227_,lambda$registerTypes$3,2,
m_185229_,lambda$registerTypes$2,2,
m_185231_,lambda$registerTypes$0,2,
m_185240_,lambda$registerTypes$0,2,
m_18525_,getEntry,2,
m_185277_,getDescription,2,
m_185278_,from,2,
m_185280_,$values,2,
m_185298_,getInstance,2,
m_185316_,start,2,
m_185319_,networkStatFor,2,
m_18531_,getCounterValues,2,
m_185330_,setupSummaryListener,2,
m_185331_,lambda$new$2,2,
m_185359_,lambda$static$0,2,
m_185385_,sorted,2,
m_185387_,lambda$sorted$0,2,
m_185390_,evaluate,2,
m_185392_,evaluate,2,
m_185400_,recordingStopped,2,
m_185407_,lambda$recordingStopped$3,2,
m_185410_,lambda$recordingStopped$1,2,
m_185413_,finish,2,
m_185444_,results,2,
m_185445_,lambda$incrementChunk$2,2,
m_185447_,parse,2,
m_185454_,capture,2,
m_185458_,incrementPacket,2,
m_18545_,lambda$addValue$0,2,
m_185462_,appendFileIO,2,
m_185475_,toCountAndSize,2,
m_185476_,increment,2,
m_18547_,addValue,2,
m_185505_,chunkGenSummary,2,
m_185506_,lambda$chunkGenSummary$3,2,
m_185510_,asJson,2,
m_185535_,format,2,
m_185537_,lambda$chunkGen$8,2,
m_185539_,fileIoSummary,2,
m_185541_,heap,2,
m_185545_,threadAllocations,2,
m_185547_,lambda$serverTicks$11,2,
m_185556_,lambda$chunkGen$5,2,
m_185559_,lambda$chunkGen$6,2,
m_185562_,lambda$fps$13,2,
m_185566_,lambda$chunkGen$4,2,
m_185568_,lambda$threadAllocations$9,2,
m_185572_,chunkGen,2,
m_185574_,lambda$cpu$16,2,
m_185577_,fileIO,2,
m_185579_,lambda$fileIoSummary$14,2,
m_185582_,lambda$chunkGen$7,2,
m_185586_,serverTicks,2,
m_185588_,network,2,
m_185590_,cpu,2,
m_185604_,from,2,
m_185622_,from,2,
m_185638_,lambda$summary$3,2,
m_185640_,summary,2,
m_185643_,lambda$summary$4,2,
m_185646_,lambda$summary$2,2,
m_185649_,lambda$summary$1,2,
m_185651_,lambda$summary$0,2,
m_185688_,lambda$calculateAllocationRatePerSecond$0,2,
m_185690_,summary,2,
m_185695_,calculateAllocationRatePerSecond,2,
m_185697_,from,2,
m_185714_,gcOverHead,2,
m_185730_,$values,2,
m_18575_,demanglePath,2,
m_18577_,getNanoDuration,2,
m_185795_,lambda$summary$0,2,
m_185797_,summary,2,
m_185799_,lambda$summary$1,2,
m_185803_,from,2,
m_185825_,from,2,
m_185847_,lambda$summary$0,2,
m_185849_,summary,2,
m_185879_,of,2,
m_185886_,lambda$static$4,2,
m_185902_,lambda$static$1,2,
m_185904_,lambda$static$0,2,
m_185942_,lambda$countPlayerPassengers$17,2,
m_185974_,lambda$getDisplayName$14,2,
m_185976_,lambda$teleportPassengers$15,2,
m_185978_,lambda$removePassenger$7,2,
m_185983_,lambda$startRiding$5,2,
m_185985_,lambda$getIndirectPassengers$16,2,
m_186014_,lambda$findSectionClosestToVillage$2,2,
m_186018_,lambda$getLivingEntityFromUUIDMemory$4,2,
m_186035_,lambda$targetIsValid$1,2,
m_186069_,isLookingAtTarget,2,
m_186073_,reducedTickDelay,2,
m_186075_,goalContainsAnyFlags,2,
m_186078_,goalCanBeReplacedForAllFlags,2,
m_186081_,tickRunningGoals,2,
m_186094_,lambda$add$7,2,
m_186106_,empty,2,
m_186107_,contains,2,
m_186112_,lambda$new$2,2,
m_186116_,findClosest,2,
m_186118_,lambda$find$4,2,
m_186121_,lambda$new$0,2,
m_186123_,findAll,2,
m_186125_,lambda$findAll$3,2,
m_186128_,find,2,
m_186130_,contains,2,
m_186140_,setNearestVisibleAdult,2,
m_186146_,lambda$findNearestRepellent$1,2,
m_186149_,lambda$doTick$0,2,
m_186156_,lambda$doTick$0,2,
m_186158_,lambda$findNearestRepellent$1,2,
m_18616_,getColor,2,
m_186203_,getVisibleEntities,2,
m_186209_,isBrightEnoughToSpawn,2,
m_186267_,lambda$mergeWithNeighbours$0,2,
m_186272_,hurtWithCleanWater,2,
m_18628_,startTick,2,
m_18629_,decorateFiller,2,
m_18632_,createTickProfiler,2,
m_186338_,setBlockEntityData,2,
m_186342_,playRemoveOneSound,2,
m_18634_,endTick,2,
m_186351_,playInsertSound,2,
m_186353_,playDropContentsSound,2,
m_18635_,lambda$startTick$0,2,
m_186381_,save,2,
m_186411_,getChunk,2,
m_186420_,lambda$findFreePosition$6,2,
m_186425_,lambda$findFreePosition$5,2,
m_186429_,lambda$findFreePosition$4,2,
m_186431_,getCollisions,2,
m_186434_,getBlockCollisions,2,
m_186437_,collidesWithSuffocatingBlock,2,
m_186440_,borderCollision,2,
m_186478_,createTick,2,
m_186482_,createTick,2,
m_186487_,create,2,
m_186502_,lambda$addMob$1,2,
m_186504_,canSpawn,2,
m_186507_,getPlayersNear,2,
m_186509_,lambda$getPlayersNear$0,2,
m_186512_,addMob,2,
m_186517_,add,2,
m_186519_,lambda$add$0,2,
m_186522_,canSpawn,2,
m_186524_,createState,2,
m_186567_,getEntityToSpawn,2,
m_186568_,lambda$static$1,2,
m_186574_,getCustomSpawnRules,2,
m_186575_,lambda$static$0,2,
m_186592_,checkLightBoundaries,2,
m_186594_,lambda$static$2,2,
m_186599_,lambda$static$1,2,
m_186652_,lambda$static$1,2,
m_186656_,lambda$new$3,2,
m_186658_,hasFeature,2,
m_186679_,getFiddledDistance,2,
m_186687_,withDifferentSource,2,
m_186689_,getFiddle,2,
m_186779_,quantizeCoord,2,
m_186781_,target,2,
m_186788_,parameters,2,
m_186796_,unquantizeCoord,2,
m_186798_,parameters,2,
m_186809_,distance,2,
m_186820_,point,2,
m_186822_,span,2,
m_186825_,distance,2,
m_186827_,distance,2,
m_186829_,span,2,
m_186836_,span,2,
m_186838_,lambda$static$3,2,
m_186840_,lambda$static$2,2,
m_186850_,values,2,
m_186851_,findValueIndex,2,
m_186853_,findValueIndex,2,
m_186879_,parameterSpace,2,
m_186880_,lambda$static$6,2,
m_186882_,fitness,2,
m_186884_,lambda$static$7,2,
m_186887_,lambda$static$5,2,
m_186890_,lambda$static$4,2,
m_186893_,lambda$static$3,2,
m_186896_,lambda$static$2,2,
m_18689_,submitAsync,2,
m_186901_,lambda$static$1,2,
m_186904_,lambda$static$0,2,
m_186914_,lambda$build$1,2,
m_186917_,lambda$build$2,2,
m_18691_,submit,2,
m_186920_,build,2,
m_186923_,comparator,2,
m_186926_,lambda$comparator$3,2,
m_186930_,search,2,
m_186933_,lambda$create$0,2,
m_186935_,create,2,
m_186937_,sort,2,
m_18693_,lambda$submitAsync$0,2,
m_186942_,cost,2,
m_186944_,bucketize,2,
m_186946_,buildParameterSpace,2,
m_186959_,distance,2,
m_18695_,isSameThread,2,
m_18696_,getPendingTasksCount,2,
m_18697_,name,2,
m_18698_,dropAllTasks,2,
m_18699_,runAllTasks,2,
m_187016_,toParameterArray,2,
m_18701_,managedBlock,2,
m_187048_,lambda$static$2,2,
m_187050_,lambda$static$3,2,
m_187052_,lambda$static$1,2,
m_187054_,lambda$static$0,2,
m_18707_,submit,2,
m_18709_,executeBlocking,2,
m_18711_,schedule,2,
m_187154_,spawnTarget,2,
m_187155_,getDebugStringForPeaksAndValleys,2,
m_187157_,getDebugStringForNoiseValue,2,
m_187160_,pickBeachBiome,2,
m_187163_,pickMiddleBiome,2,
m_187172_,pickBadlandsBiome,2,
m_187175_,addBiomes,2,
m_187177_,addPeaks,2,
m_187180_,addSurfaceBiome,2,
m_187189_,getDebugStringForContinentalness,2,
m_187191_,pickMiddleBiomeOrBadlandsIfHot,2,
m_187195_,addOffCoastBiomes,2,
m_187197_,addHighSlice,2,
m_187200_,addUndergroundBiome,2,
m_187209_,getDebugStringForErosion,2,
m_187211_,pickMiddleBiomeOrBadlandsIfHotOrSlopeIfCold,2,
m_187215_,addInlandBiomes,2,
m_187217_,addMidSlice,2,
m_187220_,getDebugStringForTemperature,2,
m_187222_,pickShatteredCoastBiome,2,
m_187226_,addUndergroundBiomes,2,
m_187228_,addLowSlice,2,
m_187231_,getDebugStringForHumidity,2,
m_187233_,pickPlateauBiome,2,
m_187237_,addValleys,2,
m_187240_,pickPeakBiome,2,
m_187244_,pickSlopeBiome,2,
m_187405_,lambda$static$446,2,
m_187408_,lambda$static$442,2,
m_187411_,lambda$static$447,2,
m_187416_,lambda$static$136,2,
m_187420_,lambda$static$330,2,
m_187425_,lambda$static$137,2,
m_187430_,lambda$static$389,2,
m_187432_,lambda$static$388,2,
m_187434_,lambda$static$325,2,
m_187436_,lambda$static$177,2,
m_187438_,getMaxAgeState,2,
m_187440_,isMaxAge,2,
m_187468_,addEntityType,2,
m_187472_,getPosFromTag,2,
m_187474_,saveId,2,
m_187478_,saveMetadata,2,
m_187480_,saveWithFullMetadata,2,
m_187481_,saveWithId,2,
m_187482_,saveWithoutMetadata,2,
m_187531_,lambda$appendPropertyCodec$7,2,
m_187534_,lambda$appendPropertyCodec$6,2,
m_187537_,lambda$appendPropertyCodec$5,2,
m_187540_,lambda$appendPropertyCodec$4,2,
m_187542_,lambda$codec$2,2,
m_187548_,lambda$new$0,2,
m_187559_,lambda$create$0,2,
m_187562_,isWithinBounds,2,
m_187566_,isInsideCloseToBorder,2,
m_187569_,clampToBounds,2,
m_187584_,toArray,2,
m_187585_,set,2,
m_187589_,stream,2,
m_187594_,get,2,
m_187598_,getIndex,2,
m_187632_,incrementInhabitedTime,2,
m_187658_,hasPrimedHeightmap,2,
m_187664_,lambda$getOrCreateHeightmapUnprimed$0,2,
m_187675_,isOldNoiseGeneration,2,
m_187678_,hasAnyStructureReferences,2,
m_187679_,isUpgrading,2,
m_18767_,runningTask,2,
m_187717_,getWritableArea,2,
m_187743_,getTypeNameForDataFixer,2,
m_187912_,create,2,
m_187917_,getEntries,2,
m_187957_,clearAllBlockEntities,2,
m_187958_,registerTickContainerInLevel,2,
m_187965_,lambda$clearAllBlockEntities$7,2,
m_187971_,replaceWithPacketData,2,
m_187975_,lambda$getFluidState$3,2,
m_187979_,unregisterTickContainerFromLevel,2,
m_187981_,lambda$getBlockState$2,2,
m_187985_,unpackTicks,2,
m_187996_,getBiomes,2,
m_188008_,hasOnlyAir,2,
m_188019_,create,2,
m_188026_,create,2,
m_188051_,createOrReuseData,2,
m_188064_,pack,2,
m_188067_,unpack,2,
m_188107_,getSerializedSize,2,
m_188111_,copyFrom,2,
m_188114_,write,2,
m_188181_,unpackBlockTicks,2,
m_188182_,unpackFluidTicks,2,
m_188183_,setBelowZeroRetrogen,2,
m_188186_,setCarvingMask,2,
m_188189_,unpackTicks,2,
m_18820_,cancel,2,
m_188213_,create,2,
m_18824_,lambda$new$0,2,
m_18827_,dimensionProgress,2,
m_18829_,isFinished,2,
m_18833_,getProgress,2,
m_188346_,add,2,
m_188348_,getEntities,2,
m_18834_,getTotalChunks,2,
m_188355_,remove,2,
m_18835_,getConverted,2,
m_188362_,forEachAccessibleNonEmptySection,2,
m_18836_,getSkipped,2,
m_188374_,createDisabled,2,
m_18837_,getStatus,2,
m_18838_,work,2,
m_188405_,at,2,
m_188445_,getAquiferStatus,2,
m_188447_,computeFluid,2,
m_188466_,targetStatus,2,
m_188474_,replaceOldBedrock,2,
m_188479_,lambda$static$4,2,
m_188481_,lambda$static$1,2,
m_188483_,lambda$static$0,2,
m_188499_,nextBoolean,2,
m_188500_,nextDouble,2,
m_188501_,nextFloat,2,
m_188502_,nextInt,2,
m_188503_,nextInt,2,
m_188505_,nextLong,2,
m_188582_,forkPositional,2,
m_188583_,nextGaussian,2,
m_188584_,setSeed,2,
m_188602_,reset,2,
m_188603_,nextGaussian,2,
m_18860_,getId,2,
m_18861_,getName,2,
m_18862_,getColor,2,
m_18863_,getOverlay,2,
m_18864_,shouldDarkenScreen,2,
m_18865_,shouldPlayBossMusic,2,
m_18866_,shouldCreateWorldFog,2,
m_188743_,getBlender,2,
m_188749_,advanceCellX,2,
m_188791_,initializeForFirstCellX,2,
m_188804_,swapSlices,2,
m_188810_,selectCellYZ,2,
m_188817_,aquifer,2,
m_18883_,getFormatting,2,
m_188850_,updateForY,2,
m_188854_,allocateSlice,2,
m_188860_,swapSlices,2,
m_188861_,updateForX,2,
m_188863_,selectCellYZ,2,
m_188866_,updateForZ,2,
m_18886_,getName,2,
m_188893_,getRandomSource,2,
m_18902_,getName,2,
m_189212_,getCellHeight,2,
m_189213_,getCellWidth,2,
m_18927_,contains,2,
m_189309_,createKey,2,
m_189329_,mixStafford13,2,
m_189331_,upgradeSeedTo128bit,2,
m_189381_,steep,2,
m_189382_,waterBlockCheck,2,
m_189390_,state,2,
m_189392_,not,2,
m_189394_,ifTrue,2,
m_189400_,yBlockCheck,2,
m_189403_,verticalGradient,2,
m_189407_,isBiome,2,
m_189409_,noiseCondition,2,
m_189412_,noiseCondition,2,
m_189416_,isBiome,2,
m_189418_,hole,2,
m_189419_,waterStartCheck,2,
m_189422_,yStartCheck,2,
m_189425_,abovePreliminarySurface,2,
m_189426_,temperature,2,
m_189427_,bandlands,2,
m_189440_,$values,2,
m_189454_,lambda$static$0,2,
m_18947_,countItem,2,
m_189485_,$values,2,
m_18949_,hasAnyOf,2,
m_189569_,updateXZ,2,
m_18956_,clearOrCountMatchingItems,2,
m_189576_,updateY,2,
m_189583_,getMinSurfaceLevel,2,
m_189611_,$values,2,
m_18961_,clearOrCountMatchingItems,2,
m_18966_,takeItem,2,
m_18969_,removeItem,2,
m_189736_,$values,2,
m_18973_,saveAllItems,2,
m_189752_,lambda$static$0,2,
m_18976_,saveAllItems,2,
m_189789_,$values,2,
m_18980_,loadAllItems,2,
m_189816_,lambda$static$0,2,
m_18986_,dropContents,2,
m_189873_,lambda$static$0,2,
m_189927_,getSurfaceDepth,2,
m_18992_,dropItemStack,2,
m_189930_,getBand,2,
m_189934_,frozenOceanExtension,2,
m_189952_,isStone,2,
m_189954_,erodedBadlandsExtension,2,
m_189971_,topMaterial,2,
m_18998_,dropContents,2,
m_19002_,dropContents,2,
m_190058_,setLargeFeatureWithSalt,2,
m_190064_,setFeatureSeed,2,
m_190068_,setLargeFeatureSeed,2,
m_19006_,lambda$dropContents$0,2,
m_190083_,$values,2,
m_190096_,nextLong,2,
m_190107_,nextBits,2,
m_19010_,dropContents,2,
m_190110_,consumeCount,2,
m_190153_,empty,2,
m_190154_,heightToOffset,2,
m_190174_,getBlendingDataValue,2,
m_190193_,lambda$blendOffsetAndFactor$0,2,
m_190202_,of,2,
m_190211_,getBlendingDataValue,2,
m_190233_,get,2,
m_190285_,getHeight,2,
m_190289_,iterateDensities,2,
m_19028_,getId,2,
m_190295_,iterateHeights,2,
m_190299_,addValuesForColumn,2,
m_19029_,byId,2,
m_190304_,getOrUpdateBlendingData,2,
m_190310_,getHeightAtXZ,2,
m_190314_,isGround,2,
m_190317_,calculateData,2,
m_19031_,byName,2,
m_190324_,getDensity,2,
m_190327_,cellCountPerColumn,2,
m_190330_,getInsideIndex,2,
m_190333_,getDensity,2,
m_19033_,getDisplayName,2,
m_190347_,getColumnMinY,2,
m_190348_,getX,2,
m_190350_,getOutsideIndex,2,
m_190353_,getMinY,2,
m_190354_,getZ,2,
m_190356_,zeroIfNegative,2,
m_190361_,consume,2,
m_190366_,consume,2,
m_19036_,getKey,2,
m_190399_,wouldSurvive,2,
m_190402_,not,2,
m_190404_,allOf,2,
m_190410_,replaceable,2,
m_190412_,allOf,2,
m_190417_,allOf,2,
m_190419_,replaceable,2,
m_190420_,anyOf,2,
m_190423_,solid,2,
m_190425_,anyOf,2,
m_190430_,anyOf,2,
m_190432_,solid,2,
m_190433_,insideWorld,2,
m_190435_,alwaysTrue,2,
m_190447_,lambda$register$0,2,
m_190449_,register,2,
m_190452_,codec,2,
m_190456_,lambda$codec$0,2,
m_190458_,codec,2,
m_190460_,lambda$codec$1,2,
m_190472_,lambda$static$1,2,
m_190474_,lambda$static$0,2,
m_19048_,getDifficulty,2,
m_19049_,isHarderThan,2,
m_190514_,lambda$static$1,2,
m_190516_,lambda$static$0,2,
m_19051_,calculateDifficulty,2,
m_190528_,lambda$static$0,2,
m_190537_,lambda$static$0,2,
m_190546_,stateTestingCodec,2,
m_190548_,lambda$stateTestingCodec$0,2,
m_190561_,lambda$static$0,2,
m_19056_,getEffectiveDifficulty,2,
m_190576_,lambda$static$2,2,
m_190578_,lambda$static$1,2,
m_19057_,getSpecialMultiplier,2,
m_190580_,lambda$static$0,2,
m_190593_,doCarve,2,
m_190636_,lambda$static$4,2,
m_190646_,topMaterial,2,
m_190651_,registryAccess,2,
m_190670_,createTunnel,2,
m_190690_,createRoom,2,
m_190753_,carveEllipsoid,2,
m_19077_,consumesAction,2,
m_190792_,truncate,2,
m_190847_,growPointedDripstone,2,
m_190853_,placeDripstoneBlockIfPossible,2,
m_190880_,clearCounts,2,
m_190881_,chunkDecorated,2,
m_190883_,featurePlaced,2,
m_190890_,lambda$featurePlaced$0,2,
m_190899_,logCounts,2,
m_190935_,topFeature,2,
m_190951_,canReplaceBlock,2,
m_190961_,lambda$static$0,2,
m_19107_,unlocksWith,2,
m_19109_,addToTag,2,
m_19111_,fromTag,2,
m_191186_,lambda$static$2,2,
m_191188_,lambda$static$1,2,
m_191218_,layer,2,
m_191221_,lambda$static$0,2,
m_191224_,simple,2,
m_191241_,lambda$static$0,2,
m_191249_,lambda$static$0,2,
m_191266_,lambda$static$3,2,
m_191268_,lambda$static$2,2,
m_191270_,lambda$static$1,2,
m_191272_,lambda$static$0,2,
m_191285_,lambda$static$4,2,
m_191287_,lambda$static$3,2,
m_191289_,lambda$static$2,2,
m_191291_,lambda$static$1,2,
m_191293_,lambda$static$0,2,
m_191311_,lambda$static$0,2,
m_191356_,lambda$static$3,2,
m_191374_,lambda$static$0,2,
m_191382_,simple,2,
m_191384_,simple,2,
m_191404_,lambda$static$2,2,
m_191406_,getSlowNoiseValue,2,
m_191411_,lambda$static$1,2,
m_191413_,lambda$static$3,2,
m_191415_,lambda$static$0,2,
m_191425_,noiseCodec,2,
m_191427_,lambda$noiseCodec$2,2,
